Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05537956378995448,0.0635236907527519,0.05537956378995448,0.060808565467596054,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06080857404107703,0.0640665999533504,0.06080857404107703,0.06298017501831055,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.0629801568071584,0.06460948151537602,0.0629801568071584,0.064066581428051,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06406659870967388,0.06460949894344334,0.06189437332818504,0.0624372735619545,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06243727107350657,0.06298017128563867,0.06080857043711031,0.0613514706492424,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.061351470641659515,0.061351470641659515,0.05917986979339957,0.059722770005464554,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.059722785316592884,0.06080858601908955,0.05700828356035124,0.0580940842628479,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05809406552092291,0.05809406552092291,0.055922464816517116,0.05646536499261856,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056465356539800275,0.05755115672945976,0.055922456444970535,0.05755115672945976,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05755114621056273,0.05972274619296804,0.05700824621496141,0.059179846197366714,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.059179860040756,0.06026566028594971,0.059179860040756,0.06026566028594971,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.06026567021752954,0.06026567021752954,0.05863696958133458,0.059722770005464554,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05972274619296804,0.05972274619296804,0.05917984619736671,0.059179846197366714,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05917986979339957,0.060808570429594526,0.05917986979339957,0.059722770005464554,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06026566028594971,0.06189436065374028,0.06026566028594971,0.06026566028594971,23040000,0.0,0.0
